doubling every two days;doubling every 4 days;doubling every 10 days;Italy;US;Spain;Germany;Korea, South;date
;;;4435008.0;38241792.0;4770453.0;3861147.0;218192.0;538
;;;4440669.0;38420768.0;4794352.0;3868197.0;220182.0;539
;;;4444338.0;38604538.0;4804424.0;3871865.0;222111.0;540
;;;4449606.0;38843213.0;4815205.0;3877612.0;223928.0;541
;;;4456765.0;38922103.0;4822320.0;3889173.0;225481.0;542
;;;4464005.0;38974116.0;4831809.0;3901799.0;226854.0;543
;;;4471225.0;39203338.0;4831809.0;3913828.0;228657.0;544
;;;4478691.0;39383291.0;4831809.0;3924131.0;230808.0;545
;;;4484613.0;39573809.0;4847298.0;3932547.0;232859.0;546
;;;4488779.0;39752944.0;4855065.0;3937106.0;234739.0;547
;;;4494857.0;39988388.0;4861883.0;3942856.0;236366.0;548
;;;4502396.0;40074297.0;4871444.0;3956387.0;237782.0;549
;;;4509611.0;40137802.0;4877755.0;3970102.0;239287.0;550
;;;4517434.0;40231544.0;4877755.0;3984353.0;241439.0;551
;;;4524292.0;40440720.0;4877755.0;3995188.0;243317.0;552
;;;4530246.0;40617635.0;4887112.0;4005641.0;245158.0;553
;;;4534499.0;40784057.0;4892640.0;4010390.0;246951.0;554
;;;4539991.0;41026078.0;4898258.0;4017116.0;248568.0;555
;;;4546487.0;41115210.0;4903021.0;4030681.0;250051.0;556
;;;4553241.0;41163561.0;4907461.0;4046112.0;251421.0;557
;;;4559970.0;41374341.0;4907461.0;4059081.0;253445.0;558
;;;4566126.0;41519746.0;4907461.0;4070295.0;255401.0;559
;;;4571440.0;41692996.0;4915265.0;4077640.0;257110.0;560
;;;4574787.0;41851780.0;4918526.0;4083151.0;258913.0;561
;;;4579502.0;42062639.0;4922249.0;4089476.0;260404.0;562
;;;4585423.0;42137611.0;4926324.0;4101931.0;261778.0;563
;;;4590941.0;42182483.0;4929546.0;4114856.0;263374.0;564
;;;4596558.0;42354288.0;4929546.0;4125878.0;265423.0;565
;;;4601749.0;42476028.0;4929546.0;4134779.0;267470.0;566
;;;4606413.0;42607382.0;4935534.0;4142116.0;269362.0;567
;;;4609205.0;42736546.0;4937984.0;4145852.0;271227.0;568
;;;4613214.0;42911314.0;4940824.0;4150516.0;272982.0;569
;;;4618040.0;42971809.0;4943855.0;4160970.0;274415.0;570
;;;4623155.0;43026126.0;4946601.0;4171666.0;275910.0;571
;;;4627699.0;43182069.0;4946601.0;4181393.0;277989.0;572
;;;4632275.0;43294818.0;4946601.0;4188604.0;279930.0;573
;;;4636111.0;43416204.0;4951640.0;4196378.0;281938.0;574
;;;4638516.0;43526597.0;4953930.0;4199400.0;284022.0;575
;;;4641890.0;43681421.0;4956691.0;4203571.0;285931.0;576
;;;4645853.0;43729625.0;4959091.0;4215351.0;287536.0;577
;;;4649906.0;43774402.0;4961128.0;4227501.0;289263.0;578
;;;4653696.0;43917323.0;4961128.0;4237619.0;290983.0;579
;;;4657215.0;44012551.0;4961128.0;4246136.0;292699.0;580
;;;4660314.0;44124726.0;4965399.0;4252300.0;295132.0;581
;;;4662087.0;44226253.0;4967200.0;4255388.0;298402.0;582
;;;4665049.0;44357669.0;4969503.0;4260187.0;301172.0;583
;;;4668261.0;44396498.0;4971310.0;4271734.0;303553.0;584
;;;4672355.0;44436168.0;4973619.0;4283378.0;305842.0;585
;;;4675758.0;44532233.0;4973619.0;4293807.0;308725.0;586
;;;4679067.0;44642842.0;4973619.0;4302661.0;311289.0;587
;;;4682034.0;44751298.0;4977448.0;4310273.0;313773.0;588
;;;4683646.0;44838248.0;4977448.0;4313384.0;316020.0;589
;;;4686109.0;44947732.0;4980206.0;4318355.0;318105.0;590
;;;4689341.0;44987516.0;4982138.0;4330258.0;319777.0;591
;;;4692274.0;45019174.0;4984386.0;4342640.0;321352.0;592
;;;4695291.0;45118127.0;4984386.0;4354158.0;323379.0;593
;;;4698038.0;45200039.0;4984386.0;4365107.0;325804.0;594
;;;4700316.0;45291655.0;4988878.0;4373789.0;327976.0;595
;;;4701832.0;45369742.0;4990767.0;4377845.0;329925.0;596
;;;4704318.0;45465693.0;4993295.0;4384616.0;331519.0;597
;;;4707087.0;45498112.0;4995176.0;4401631.0;332816.0;598
;;;4709753.0;45517283.0;4997732.0;4417708.0;334163.0;599
;;;4712482.0;45629855.0;4997732.0;4437280.0;335742.0;600
;;;4715464.0;45696507.0;4997732.0;4452425.0;337679.0;601
;;;4717899.0;45799075.0;5002217.0;4466157.0;339361.0;602
;;;4719493.0;45874173.0;5004143.0;4472730.0;340978.0;603
;;;4722188.0;45969279.0;5006675.0;4483203.0;342396.0;604
;;;4725887.0;46003571.0;5008887.0;4506415.0;343445.0;605
;;;4729678.0;46035896.0;5011148.0;4534452.0;344518.0;606
;;;4733557.0;46149152.0;5011148.0;4559120.0;346088.0;607
;;;4737462.0;46217893.0;5011148.0;4580663.0;347529.0;608
;;;4741185.0;46303486.0;5011148.0;4597550.0;348969.0;609
;;;4743720.0;46384925.0;5016968.0;4607208.0;350476.0;610
;;;4747773.0;46481786.0;5019255.0;4618021.0;351899.0;611
;;;4752368.0;46516647.0;5022546.0;4638419.0;353089.0;612
;;;4757231.0;46553475.0;5025639.0;4672368.0;354355.0;613
;;;4762563.0;46664227.0;5025639.0;4709488.0;356305.0;614
;;;4767440.0;46742588.0;5025639.0;4743490.0;358412.0;615
;;;4771965.0;46837657.0;5032056.0;4767033.0;360536.0;616
;;;4774783.0;46895302.0;5032056.0;4782546.0;362639.0;617
;;;4777614.0;47038808.0;5038517.0;4804378.0;364700.0;618
;;;4782802.0;47082760.0;5042803.0;4844054.0;366386.0;619
;;;4788704.0;47114672.0;5047156.0;4894250.0;367974.0;620
;;;4795465.0;47248715.0;5047156.0;4942890.0;370640.0;621
;;;4802225.0;47335985.0;5047156.0;4987971.0;373120.0;622
;;;4808047.0;47448826.0;5056954.0;5021469.0;375464.0;623
;;;4812594.0;47558662.0;5061045.0;5045076.0;377712.0;624
;;;4818705.0;47685530.0;5067712.0;5077124.0;379935.0;625
;;;4826738.0;47730890.0;5074027.0;5129950.0;381694.0;626
;;;4835435.0;47770721.0;5080663.0;5195321.0;383407.0;627
;;;4843957.0;47915340.0;5080663.0;5248291.0;385831.0;628
;;;4852496.0;48006685.0;5080663.0;5312215.0;388351.0;629
;;;4860061.0;48118261.0;5096538.0;5354942.0;390719.0;630
;;;4865260.0;48157580.0;5103315.0;5385585.0;393042.0;631
;;;4873075.0;48211001.0;5111842.0;5430911.0;395460.0;632
;;;4883242.0;48237540.0;5121100.0;5497795.0;397466.0;633
;;;4893887.0;48280689.0;5131012.0;5573756.0;399591.0;634
;;;4904441.0;48466986.0;5131012.0;5650170.0;402775.0;635
;;;4915981.0;48584093.0;5131012.0;5717295.0;406065.0;636
;;;4925688.0;48721201.0;5153923.0;5761696.0;409099.0;637
;;;4932091.0;48860050.0;5164184.0;5791060.0;412311.0;638
;;;4942135.0;49018668.0;5174720.0;5836813.0;415425.0;639
;;;4954585.0;49085010.0;5189220.0;5903999.0;418252.0;640
;;;4968341.0;49140194.0;5202958.0;5977208.0;420950.0;641
;;;4982022.0;49317883.0;5202958.0;6051560.0;425065.0;642
;;;4994891.0;49431145.0;5202958.0;6116070.0;429002.0;643
;;;5007818.0;49581053.0;5202958.0;6158125.0;432901.0;644
;;;5015790.0;49705581.0;5246766.0;6185961.0;436968.0;645
;;;5028547.0;49863786.0;5246766.0;6222020.0;440896.0;646
;;;5043620.0;49920374.0;5273178.0;6291621.0;444200.0;647
;;;5060430.0;49972680.0;5290273.0;6362232.0;447230.0;648
;;;5077445.0;50158168.0;5290190.0;6423520.0;452350.0;649
;;;5094072.0;50273197.0;5290190.0;6477217.0;457612.0;650
;;;5109082.0;50416830.0;5339992.0;6509863.0;462555.0;651
;;;5118576.0;50558556.0;5366128.0;6531606.0;467907.0;652
;;;5134318.0;50751213.0;5393268.0;6562429.0;473034.0;653
;;;5152264.0;50830974.0;5422168.0;6613730.0;477358.0;654
;;;5164780.0;50920173.0;5455527.0;6670407.0;482310.0;655
;;;5185270.0;51160217.0;5455527.0;6721375.0;489484.0;656
;;;5206305.0;51339615.0;5455527.0;6764188.0;496584.0;657
;;;5225517.0;51583364.0;5535231.0;6793536.0;503606.0;658
;;;5238221.0;51853126.0;5585054.0;6809622.0;510583.0;659
;;;5258886.0;52101638.0;5645095.0;6833050.0;517271.0;660
;;;5282076.0;52188291.0;5718007.0;6878709.0;523088.0;661
;;;5308180.0;52366675.0;5718007.0;6923636.0;528652.0;662
;;;5336795.0;52867236.0;5718007.0;6959067.0;536495.0;663
;;;5364852.0;53229268.0;5718007.0;6981281.0;544117.0;664
;;;5389155.0;53731373.0;5932626.0;6991381.0;551551.0;665
;;;5405360.0;54322060.0;6032297.0;7005289.0;558864.0;666
;;;5436143.0;54835679.0;6133057.0;7026369.0;565098.0;667
;;;5472469.0;55024431.0;6294745.0;7066412.0;570414.0;668
;;;5517054.0;55310357.0;6294745.0;7109182.0;575615.0;669
;;;5567644.0;56355277.0;6294745.0;7150422.0;583065.0;670
;;;5622431.0;57167441.0;6294745.0;7176814.0;589978.0;671
;;;5647313.0;57830013.0;6667511.0;7189329.0;596209.0;672
;;;5678112.0;58665046.0;6785286.0;7207847.0;602045.0;673
;;;5756412.0;59534783.0;6922466.0;7238408.0;607463.0;674
;;;5854428.0;59932468.0;6922466.0;7297320.0;611670.0;675
;;;5981428.0;60417490.0;7164906.0;7361660.0;615532.0;676
;;;6125683.0;61801398.0;7164906.0;7417995.0;620938.0;677
;;;6266939.0;62588784.0;7164906.0;7473884.0;625967.0;678
;;;6328076.0;63437438.0;7457300.0;7510436.0;630838.0;679
;;;6396110.0;64298787.0;7592242.0;7535691.0;635253.0;680
;;;6566947.0;65178863.0;7771367.0;7581381.0;639083.0;681
;;;6756035.0;65587166.0;7930528.0;7661811.0;642207.0;682
;;;6975465.0;66066958.0;8093036.0;7743228.0;645226.0;683
;;;7083762.0;66742035.0;8093036.0;7835451.0;649669.0;684
;;;7281297.0;67871546.0;8093036.0;7913473.0;653792.0;685
;;;7436939.0;68779655.0;8424503.0;7965977.0;657508.0;686
;;;7554344.0;69512264.0;8518975.0;8000122.0;661015.0;687
;;;7774863.0;70353332.0;8676916.0;8074527.0;664391.0;688
;;;7971068.0;70655827.0;8834363.0;8186850.0;667390.0;689
;;;8155645.0;71021264.0;8975458.0;8320386.0;670483.0;690
;;;8356514.0;71943324.0;8975458.0;8460546.0;674868.0;691
;;;8549450.0;72436526.0;8975458.0;8596007.0;679030.0;692
;;;8706915.0;73060575.0;9280890.0;8681447.0;683566.0;693
;;;8790302.0;73566854.0;9395767.0;8744840.0;687984.0;694
;;;9018425.0;74180930.0;9529320.0;8871795.0;692174.0;695
;;;9219391.0;74359552.0;9660208.0;9035795.0;696032.0;696
;;;9418256.0;74557516.0;9779130.0;9238931.0;700102.0;697
;;;9603856.0;75099771.0;9779130.0;9429079.0;705902.0;698
;;;9781191.0;75425186.0;9779130.0;9618245.0;712503.0;699
;;;9923678.0;75754713.0;9961253.0;9737215.0;719269.0;700
;;;10001344.0;76029528.0;10039126.0;9815533.0;726274.0;701
;;;10212621.0;76384495.0;10125348.0;9978146.0;733902.0;702
;;;10383561.0;76470926.0;10199716.0;10186644.0;741413.0;703
;;;10539601.0;76554406.0;10199716.0;10422764.0;749979.0;704
;;;10683948.0;76900850.0;10199716.0;10671602.0;762983.0;705
;;;10821375.0;77115207.0;10199716.0;10889417.0;777497.0;706
;;;10925485.0;77303620.0;10395471.0;11022590.0;793582.0;707
;;;10983116.0;77475041.0;10439302.0;11117857.0;811122.0;708
;;;11116422.0;77684358.0;10502141.0;11287428.0;828637.0;709
;;;11235745.0;77736226.0;10555196.0;11521678.0;845709.0;710
;;;11348701.0;77794545.0;10604200.0;11769540.0;864042.0;711
;;;11449601.0;77964723.0;10604200.0;12009712.0;884310.0;712
;;;11542793.0;78075886.0;10604200.0;12219501.0;907214.0;713
;;;11621736.0;78190710.0;10672906.0;12344661.0;934656.0;714
;;;11663338.0;78292400.0;10707286.0;12421126.0;971018.0;715
;;;11765767.0;78437573.0;10744394.0;12580343.0;1009688.0;716
;;;11847436.0;78468979.0;10778607.0;12800315.0;1044963.0;717
;;;11923631.0;78491981.0;10809222.0;13035941.0;1081681.0;718
;;;11991109.0;78574866.0;10809222.0;13255989.0;1131239.0;719
;;;12053330.0;78664206.0;10809222.0;13445094.0;1185361.0;720
;;;12105675.0;78749348.0;10858000.0;13563126.0;1239287.0;721
;;;12134451.0;78816422.0;10880193.0;13636993.0;1294205.0;722
;;;12205474.0;78890795.0;10914105.0;13762895.0;1350630.0;723
;;;12265343.0;78938208.0;10949997.0;13971947.0;1405246.0;724
;;;12323398.0;78956428.0;10977524.0;14188269.0;1462421.0;725
;;;12377098.0;79055344.0;10977524.0;14399012.0;1552851.0;726
;;;12427773.0;79102053.0;10977524.0;14574845.0;1645978.0;727
;;;12469975.0;79155454.0;10977524.0;14682758.0;1755806.0;728
;;;12494459.0;79204062.0;11036085.0;14745107.0;1858009.0;729
;;;12554596.0;79255319.0;11054888.0;14867218.0;1962837.0;730
;;;12603758.0;79270237.0;11078028.0;15053624.0;2058184.0;731
;;;12651251.0;79282634.0;11100428.0;15264297.0;2157734.0;732
;;;12693320.0;79346720.0;11100428.0;15481890.0;2329182.0;733
;;;12732680.0;79376475.0;11100428.0;15674100.0;2499188.0;734
;;;12764558.0;79414175.0;11136425.0;15790989.0;2665077.0;735
;;;12782836.0;79460751.0;11159574.0;15869417.0;2831283.0;736
;;;12829972.0;79510461.0;11181510.0;16026216.0;2994841.0;737
;;;12867918.0;79520678.0;11204125.0;16242070.0;3134456.0;738
;;;12910506.0;79531728.0;11223974.0;16504822.0;3273449.0;739
;;;12948859.0;79567115.0;11223974.0;16757658.0;3492686.0;740
;;;12990223.0;79591491.0;11223974.0;16994744.0;3691488.0;741
;;;13026112.0;79637620.0;11223974.0;17141351.0;3958326.0;742
;;;13048774.0;79690792.0;11260040.0;17233729.0;4212652.0;743
;;;13109527.0;79722146.0;11260040.0;17432617.0;4456264.0;744
;;;13159342.0;79733025.0;11260040.0;17695210.0;4666977.0;745
;;;13214498.0;79744474.0;11324637.0;17990141.0;4869691.0;746
;;;13268459.0;79786744.0;11324637.0;18287986.0;5212118.0;747
;;;13323179.0;79811304.0;11324637.0;18548225.0;5539650.0;748
;;;13373207.0;79852318.0;11324637.0;18680017.0;5822626.0;749
;;;13402905.0;79895311.0;11378784.0;18772331.0;6206277.0;750
;;;13489319.0;79941747.0;11378784.0;18994411.0;6556453.0;751
;;;13563466.0;79951179.0;11378784.0;19278143.0;6866222.0;752
;;;13645834.0;79962970.0;11451676.0;19596530.0;7228550.0;753
;;;13724411.0;80001941.0;11451676.0;19893028.0;7629275.0;754
;;;13800179.0;80026119.0;11451676.0;20145054.0;8250592.0;755
;;;13861743.0;80065298.0;11451676.0;20256278.0;8657609.0;756
;;;13895188.0;80110933.0;11508309.0;20323779.0;9038938.0;757
;;;13992092.0;80143151.0;11508309.0;20561131.0;9373646.0;758
;;;14070450.0;80154960.0;11508309.0;20829608.0;9582815.0;759
;;;14153098.0;80159716.0;11551574.0;21357095.0;9936540.0;760
;;;14229495.0;80188625.0;11551574.0;21357039.0;10427247.0;761
;;;14304111.0;80214225.0;11551574.0;21553495.0;10822836.0;762
;;;14364723.0;80255171.0;11551574.0;21668677.0;11162232.0;763
;;;14396283.0;80305811.0;11578653.0;21668677.0;11497711.0;764
;;;14496579.0;80380837.0;11578653.0;21849074.0;11815841.0;765
;;;14567990.0;80393550.0;11578653.0;22265788.0;12003054.0;766
;;;14642354.0;80403085.0;11627487.0;22441051.0;12350428.0;767
;;;14719394.0;80443428.0;11627487.0;22591726.0;12774956.0;768
;;;14790806.0;80479172.0;11627487.0;22647197.0;13095631.0;769
;;;14845815.0;80534553.0;11627487.0;22677986.0;13375818.0;770
;;;14877144.0;80585212.0;11662214.0;22878428.0;13639915.0;771
;;;14966058.0;80620649.0;11662214.0;23017079.0;13874216.0;772
;;;15035943.0;80632979.0;11662214.0;23182447.0;14001406.0;773
;;;15106066.0;80640481.0;11662214.0;23339311.0;14267401.0;774
;;;15173707.0;80701877.0;11662214.0;23376879.0;14553644.0;775
;;;15238128.0;80741138.0;11662214.0;23416663.0;14778405.0;776
;;;15292048.0;80810079.0;11662214.0;23437145.0;14983694.0;777
;;;15320753.0;80871781.0;11736893.0;23459628.0;15169189.0;778
;;;15404809.0;80961832.0;11736893.0;23658211.0;15333670.0;779
;;;15467395.0;80981564.0;11736893.0;23844536.0;15424598.0;780
;;;15533012.0;80995054.0;11786036.0;24006254.0;15635274.0;781
;;;15595302.0;81065264.0;11786036.0;24141333.0;15830644.0;782
;;;15659835.0;81110611.0;11786036.0;24180512.0;15979061.0;783
;;;15712088.0;81200640.0;11786036.0;24200596.0;16104869.0;784
;;;15730676.0;81277996.0;11833457.0;24337394.0;16212751.0;785
;;;15758002.0;81339187.0;11833457.0;24337394.0;16305752.0;786
;;;15858442.0;81363153.0;11833457.0;24609159.0;16353495.0;787
;;;15934437.0;81379836.0;11896152.0;24710769.0;16471940.0;788
;;;16008181.0;81474505.0;11896152.0;24798067.0;16583220.0;789
;;;16079209.0;81524068.0;11896152.0;24809785.0;16674045.0;790
;;;16136057.0;81636050.0;11896152.0;24813817.0;16755055.0;791
;;;16161339.0;81724521.0;11953481.0;24927339.0;16830469.0;792
;;;16191323.0;81853167.0;11953481.0;25033970.0;16895194.0;793
;;;16279754.0;81880828.0;11953481.0;25130137.0;16929564.0;794
;;;16349788.0;81881195.0;12009059.0;25215210.0;17009865.0;795
;;;16409183.0;82009556.0;12009059.0;25287462.0;17086626.0;796
;;;16463200.0;82077925.0;12009059.0;25295950.0;17086626.0;797
;;;16504791.0;82241072.0;12058888.0;25299300.0;17194616.0;798
;;;16523859.0;82353175.0;12058888.0;25406868.0;17237878.0;799
;;;16586268.0;82438239.0;12058888.0;25503878.0;17275649.0;800
;;;16633911.0;82454331.0;12058888.0;25592839.0;17295733.0;801
;;;16682626.0;82485221.0;12127122.0;25661838.0;17346753.0;802
;;;16726990.0;82630509.0;12127122.0;25723697.0;17395791.0;803
;;;16767773.0;82742996.0;12127122.0;25729848.0;17438068.0;804
;;;16798998.0;82951379.0;12127122.0;25732153.0;17464782.0;805
;;;16816419.0;83060959.0;12179234.0;25818405.0;17504334.0;806
;;;16872618.0;83237592.0;12179234.0;25890456.0;17544398.0;807
;;;16915301.0;;12179234.0;25949175.0;17564999.0;808
;;;16954784.0;;12179234.0;25998085.0;17614895.0;809
;;;16993813.0;;;26040460.0;17658794.0;810
;;;17030147.0;;;;17694677.0;811
;;;17057873.0;;;;17727086.0;812
;;;17071649.0;;;;17756627.0;813
;;;17116550.0;;;;17782061.0;814
;;;17147477.0;;;;17795357.0;815
;;;17178199.0;;;;17830429.0;816
;;;17205017.0;;;;17861744.0;817
;;;;;;;17889849.0;818
;;;;;;;17914957.0;819
;;;;;;;17938399.0;820
